"","pokedex_number","name","generation","category","egg_group_1","egg_group_2","has_egg_group_2","color","body_style","height_m","weight_kg","abilities","ability_1","ability_2","ability_3","ability_4","ability_5","ability_6","no_of_abilities","has_mega_evolution","catch_rate","base_egg_steps","base_friendship","experience_growth","has_gender","prob_male","type_1","type_2","has_type_2","is_legendary","hp","attack","defense","sp_attack","sp_defense","speed","total"
"263",263,"Zigzagoon",3,"Tiny Racoon","Field","none","FALSE","Brown","quadruped",0.41,17.5,"['Pickup', 'Gluttony', 'Quick Feet']","Pickup","Gluttony","Quick Feet","none","none","none",3,"False",255,3840,70,1000000,"True",0.5,"normal","none","FALSE","FALSE",38,30,41,30,41,60,240
"264",264,"Linoone",3,"Rush","Field","none","FALSE","White","quadruped",0.51,32.5,"['Pickup', 'Gluttony', 'Quick Feet']","Pickup","Gluttony","Quick Feet","none","none","none",3,"False",90,3840,70,1000000,"True",0.5,"normal","none","FALSE","FALSE",78,70,61,50,61,100,420
"265",265,"Wurmple",3,"Worm","Bug","none","FALSE","Red","serpentine_body",0.3,3.6,"['Shield Dust', 'Run Away']","Shield Dust","Run Away","none","none","none","none",2,"False",255,3840,70,1000000,"True",0.5,"bug","none","FALSE","FALSE",45,45,35,20,30,20,195
"266",266,"Silcoon",3,"Cocoon","Bug","none","FALSE","White","head_only",0.61,10,"['Shed Skin']","Shed Skin","none","none","none","none","none",1,"False",120,3840,70,1000000,"True",0.5,"bug","none","FALSE","FALSE",50,35,55,25,25,15,205
"267",267,"Beautifly",3,"Butterfly","Bug","none","FALSE","Yellow","four_wings",0.99,28.4,"['Swarm', 'Rivalry']","Swarm","Rivalry","none","none","none","none",2,"False",45,3840,70,1000000,"True",0.5,"bug","flying","TRUE","FALSE",60,70,50,100,50,65,395
"268",268,"Cascoon",3,"Cocoon","Bug","none","FALSE","Purple","head_only",0.71,11.5,"['Shed Skin']","Shed Skin","none","none","none","none","none",1,"False",120,3840,70,1000000,"True",0.5,"bug","none","FALSE","FALSE",50,35,55,25,25,15,205
"269",269,"Dustox",3,"Poison Moth","Bug","none","FALSE","Green","four_wings",1.19,31.6,"['Shield Dust', 'Compoundeyes']","Shield Dust","Compoundeyes","none","none","none","none",2,"False",45,3840,70,1000000,"True",0.5,"bug","poison","TRUE","FALSE",60,50,70,50,90,65,385
"270",270,"Lotad",3,"Water Weed","Water_1","Grass","TRUE","Green","insectoid",0.51,2.6,"['Swift Swim', 'Rain Dish', 'Own Tempo']","Swift Swim","Rain Dish","Own Tempo","none","none","none",3,"False",255,3840,70,1059860,"True",0.5,"water","grass","TRUE","FALSE",40,30,30,40,50,30,220
"271",271,"Lombre",3,"Jolly","Water_1","Grass","TRUE","Green","bipedal_tailless",1.19,32.5,"['Swift Swim', 'Rain Dish', 'Own Tempo']","Swift Swim","Rain Dish","Own Tempo","none","none","none",3,"False",120,3840,70,1059860,"True",0.5,"water","grass","TRUE","FALSE",60,50,50,60,70,50,340
"272",272,"Ludicolo",3,"Carefree","Water_1","Grass","TRUE","Green","bipedal_tailless",1.5,55,"['Swift Swim', 'Rain Dish', 'Own Tempo']","Swift Swim","Rain Dish","Own Tempo","none","none","none",3,"False",45,3840,70,1059860,"True",0.5,"water","grass","TRUE","FALSE",80,70,70,90,100,70,480
"273",273,"Seedot",3,"Acorn","Field","Grass","TRUE","Brown","head_legs",0.51,4,"['Chlorophyll', 'Early Bird', 'Pickpocket']","Chlorophyll","Early Bird","Pickpocket","none","none","none",3,"False",255,3840,70,1059860,"True",0.5,"grass","none","FALSE","FALSE",40,40,50,30,30,30,220
"274",274,"Nuzleaf",3,"Wily","Field","Grass","TRUE","Brown","bipedal_tailless",0.99,28,"['Chlorophyll', 'Early Bird', 'Pickpocket']","Chlorophyll","Early Bird","Pickpocket","none","none","none",3,"False",120,3840,70,1059860,"True",0.5,"grass","dark","TRUE","FALSE",70,70,40,60,40,60,340
"275",275,"Shiftry",3,"Wickid","Field","Grass","TRUE","Brown","bipedal_tailless",1.3,59.6,"['Chlorophyll', 'Early Bird', 'Pickpocket']","Chlorophyll","Early Bird","Pickpocket","none","none","none",3,"False",45,3840,70,1059860,"True",0.5,"grass","dark","TRUE","FALSE",90,100,60,90,60,80,480
"276",276,"Taillow",3,"TinySwallow","Flying","none","FALSE","Blue","two_wings",0.3,2.3,"['Guts', 'Scrappy']","Guts","Scrappy","none","none","none","none",2,"False",200,3840,70,1059860,"True",0.5,"normal","flying","TRUE","FALSE",40,55,30,30,30,85,270
"277",277,"Swellow",3,"Swallow","Flying","none","FALSE","Blue","two_wings",0.71,19.8,"['Guts', 'Scrappy']","Guts","Scrappy","none","none","none","none",2,"False",45,3840,70,1059860,"True",0.5,"normal","flying","TRUE","FALSE",60,85,60,75,50,125,455
"278",278,"Wingull",3,"Seagull","Water_1","Flying","TRUE","White","two_wings",0.61,9.5,"['Keen Eye', 'Hydration', 'Rain Dish']","Keen Eye","Hydration","Rain Dish","none","none","none",3,"False",190,5120,70,1000000,"True",0.5,"water","flying","TRUE","FALSE",40,30,30,55,30,85,270
"279",279,"Pelipper",3,"Water Bird","Water_1","Flying","TRUE","Yellow","two_wings",1.19,28,"['Keen Eye', 'Drizzle', 'Rain Dish']","Keen Eye","Drizzle","Rain Dish","none","none","none",3,"False",45,5120,70,1000000,"True",0.5,"water","flying","TRUE","FALSE",60,50,100,95,70,65,440
"280",280,"Ralts",3,"Feeling","Amorphous","none","FALSE","White","bipedal_tailless",0.41,6.6,"['Synchronize', 'Trace', 'Telepathy']","Synchronize","Trace","Telepathy","none","none","none",3,"False",235,5120,35,1250000,"True",0.5,"psychic","fairy","TRUE","FALSE",28,25,25,45,35,40,198
"281",281,"Kirlia",3,"Emotion","Amorphous","none","FALSE","White","bipedal_tailless",0.79,20.2,"['Synchronize', 'Trace', 'Telepathy']","Synchronize","Trace","Telepathy","none","none","none",3,"False",120,5120,35,1250000,"True",0.5,"psychic","fairy","TRUE","FALSE",38,35,35,65,55,50,278
"282",282,"Gardevoir",3,"Embrace","Amorphous","none","FALSE","White","bipedal_tailless",1.6,48.4,"['Synchronize', 'Trace', 'Telepathy']","Synchronize","Trace","Telepathy","none","none","none",3,"True",45,5120,35,1250000,"True",0.5,"psychic","fairy","TRUE","FALSE",68,85,65,165,135,100,618
"283",283,"Surskit",3,"Pond Skater","Water_1","Bug","TRUE","Blue","insectoid",0.51,1.7,"['Swift Swim', 'Rain Dish']","Swift Swim","Rain Dish","none","none","none","none",2,"False",200,3840,70,1000000,"True",0.5,"bug","water","TRUE","FALSE",40,30,32,50,52,65,269
"284",284,"Masquerain",3,"Eyeball","Water_1","Bug","TRUE","Blue","four_wings",0.79,3.6,"['Intimidate', 'Unnerve']","Intimidate","Unnerve","none","none","none","none",2,"False",75,3840,70,1000000,"True",0.5,"bug","flying","TRUE","FALSE",70,60,62,100,82,80,454
"285",285,"Shroomish",3,"Mushroom","Fairy","Grass","TRUE","Brown","head_legs",0.41,4.5,"['Effect Spore', 'Poison Heal', 'Quick Feet']","Effect Spore","Poison Heal","Quick Feet","none","none","none",3,"False",255,3840,70,1640000,"True",0.5,"grass","none","FALSE","FALSE",60,40,60,40,60,35,295
"286",286,"Breloom",3,"Mushroom","Fairy","Grass","TRUE","Green","bipedal_tailed",1.19,39.2,"['Effect Spore', 'Poison Heal', 'Technician']","Effect Spore","Poison Heal","Technician","none","none","none",3,"False",90,3840,70,1640000,"True",0.5,"grass","fighting","TRUE","FALSE",60,130,80,60,60,70,460
"287",287,"Slakoth",3,"Slacker","Field","none","FALSE","Brown","quadruped",0.79,24,"['Truant']","Truant","none","none","none","none","none",1,"False",255,3840,70,1250000,"True",0.5,"normal","none","FALSE","FALSE",60,60,60,35,35,30,280
"288",288,"Vigoroth",3,"Wild Monkey","Field","none","FALSE","White","bipedal_tailed",1.4,46.5,"['Vital Spirit']","Vital Spirit","none","none","none","none","none",1,"False",120,3840,70,1250000,"True",0.5,"normal","none","FALSE","FALSE",80,80,80,55,55,90,440
"289",289,"Slaking",3,"Lazy","Field","none","FALSE","Brown","bipedal_tailless",2.01,130.5,"['Truant']","Truant","none","none","none","none","none",1,"False",45,3840,70,1250000,"True",0.5,"normal","none","FALSE","FALSE",150,160,100,95,65,100,670
"290",290,"Nincada",3,"Trainee","Bug","none","FALSE","Grey","insectoid",0.51,5.5,"['Compoundeyes', 'Run Away']","Compoundeyes","Run Away","none","none","none","none",2,"False",255,3840,70,600000,"True",0.5,"bug","ground","TRUE","FALSE",31,45,90,30,30,40,266
"291",291,"Ninjask",3,"Ninja","Bug","none","FALSE","Yellow","four_wings",0.79,12,"['Speed Boost', 'Infiltrator']","Speed Boost","Infiltrator","none","none","none","none",2,"False",120,3840,70,600000,"True",0.5,"bug","flying","TRUE","FALSE",61,90,45,50,50,160,456
"292",292,"Shedinja",3,"Shed","Mineral","none","FALSE","Brown","head_base",0.79,1.2,"['Wonder Guard']","Wonder Guard","none","none","none","none","none",1,"False",45,3840,70,600000,"False",0,"bug","ghost","TRUE","FALSE",1,90,45,30,30,40,236
"293",293,"Whismur",3,"Whisper","Monster","Field","TRUE","Pink","bipedal_tailed",0.61,16.3,"['Soundproof', 'Rattled']","Soundproof","Rattled","none","none","none","none",2,"False",190,5120,70,1059860,"True",0.5,"normal","none","FALSE","FALSE",64,51,23,51,23,28,240
"294",294,"Loudred",3,"Big Voice","Monster","Field","TRUE","Blue","bipedal_tailed",0.99,40.5,"['Soundproof', 'Scrappy']","Soundproof","Scrappy","none","none","none","none",2,"False",120,5120,70,1059860,"True",0.5,"normal","none","FALSE","FALSE",84,71,43,71,43,48,360
"295",295,"Exploud",3,"Loud Noise","Monster","Field","TRUE","Blue","bipedal_tailed",1.5,84,"['Soundproof', 'Scrappy']","Soundproof","Scrappy","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.5,"normal","none","FALSE","FALSE",104,91,63,91,73,68,490
"296",296,"Makuhita",3,"Guts","Human-Like","none","FALSE","Yellow","bipedal_tailless",0.99,86.4,"['Thick Fat', 'Guts', 'Sheer Force']","Thick Fat","Guts","Sheer Force","none","none","none",3,"False",180,5120,70,1640000,"True",0.75,"fighting","none","FALSE","FALSE",72,60,30,20,30,25,237
"297",297,"Hariyama",3,"Arm Thrust","Human-Like","none","FALSE","Brown","bipedal_tailless",2.31,253.8,"['Thick Fat', 'Guts', 'Sheer Force']","Thick Fat","Guts","Sheer Force","none","none","none",3,"False",200,5120,70,1640000,"True",0.75,"fighting","none","FALSE","FALSE",144,120,60,40,60,50,474
"298",298,"Azurill",3,"Polka Dot","Undiscovered","none","FALSE","Blue","head_legs",0.2,2,"['Thick Fat', 'Huge Power', 'Sap Sipper']","Thick Fat","Huge Power","Sap Sipper","none","none","none",3,"False",150,2560,70,800000,"True",0.25,"normal","fairy","TRUE","FALSE",50,20,40,20,40,20,190
"299",299,"Nosepass",3,"Compass","Mineral","none","FALSE","Grey","bipedal_tailless",0.99,97,"['Sturdy', 'Magnet Pull', 'Sand Force']","Sturdy","Magnet Pull","Sand Force","none","none","none",3,"False",255,5120,70,1000000,"True",0.5,"rock","none","FALSE","FALSE",30,45,135,45,90,30,375
"300",300,"Skitty",3,"Kitten","Field","Fairy","TRUE","Pink","quadruped",0.61,11,"['Cute Charm', 'Normalize', 'Wonder Skin ']","Cute Charm","Normalize","Wonder Skin ","none","none","none",3,"False",255,3840,70,800000,"True",0.25,"normal","none","FALSE","FALSE",50,45,45,35,35,50,260
"301",301,"Delcatty",3,"Prim","Field","Fairy","TRUE","Purple","quadruped",1.09,32.6,"['Cute Charm', 'Normalize', 'Wonder Skin ']","Cute Charm","Normalize","Wonder Skin ","none","none","none",3,"False",60,3840,70,800000,"True",0.25,"normal","none","FALSE","FALSE",70,65,65,55,55,90,400
"302",302,"Sableye",3,"Darkness","Human-Like","none","FALSE","Purple","bipedal_tailless",0.51,11,"['Keen Eye', 'Stall', 'Prankster']","Keen Eye","Stall","Prankster","none","none","none",3,"True",45,6400,35,1059860,"True",0.5,"dark","ghost","TRUE","FALSE",50,85,125,85,115,20,480
"303",303,"Mawile",3,"Deceiver","Field","Fairy","TRUE","Black","bipedal_tailless",0.61,11.5,"['Hyper Cutter', 'Intimidate', 'Sheer Force']","Hyper Cutter","Intimidate","Sheer Force","none","none","none",3,"True",45,5120,70,800000,"True",0.5,"steel","fairy","TRUE","FALSE",50,105,125,55,95,50,480
"304",304,"Aron",3,"Iron Armor","Monster","none","FALSE","Grey","quadruped",0.41,60,"['Sturdy', 'Rock Head', 'Heavy Metal']","Sturdy","Rock Head","Heavy Metal","none","none","none",3,"False",180,8960,35,1250000,"True",0.5,"steel","rock","TRUE","FALSE",50,70,100,40,40,30,330
"305",305,"Lairon",3,"Iron Armor","Monster","none","FALSE","Grey","quadruped",0.89,120,"['Sturdy', 'Rock Head', 'Heavy Metal']","Sturdy","Rock Head","Heavy Metal","none","none","none",3,"False",90,8960,35,1250000,"True",0.5,"steel","rock","TRUE","FALSE",60,90,140,50,50,40,430
"306",306,"Aggron",3,"Iron Armor","Monster","none","FALSE","Grey","bipedal_tailed",2.11,360,"['Sturdy', 'Rock Head', 'Heavy Metal']","Sturdy","Rock Head","Heavy Metal","none","none","none",3,"True",45,8960,35,1250000,"True",0.5,"steel","rock","TRUE","FALSE",70,140,230,60,80,50,630
"307",307,"Meditite",3,"Meditate","Human-Like","none","FALSE","Blue","bipedal_tailless",0.61,11.2,"['Pure Power', 'Telepathy']","Pure Power","Telepathy","none","none","none","none",2,"False",180,5120,70,1000000,"True",0.5,"fighting","psychic","TRUE","FALSE",30,40,55,40,55,60,280
"308",308,"Medicham",3,"Meditate","Human-Like","none","FALSE","Red","bipedal_tailless",1.3,31.5,"['Pure Power', 'Telepathy']","Pure Power","Telepathy","none","none","none","none",2,"True",90,5120,70,1000000,"True",0.5,"fighting","psychic","TRUE","FALSE",60,100,85,80,85,100,510
"309",309,"Electrike",3,"Lightning","Field","none","FALSE","Green","quadruped",0.61,15.2,"['Static', 'Lightningrod', 'Minus']","Static","Lightningrod","Minus","none","none","none",3,"False",120,5120,70,1250000,"True",0.5,"electric","none","FALSE","FALSE",40,45,40,65,40,65,295
"310",310,"Manectric",3,"Discharge","Field","none","FALSE","Yellow","quadruped",1.5,40.2,"['Static', 'Lightningrod', 'Minus']","Static","Lightningrod","Minus","none","none","none",3,"True",45,5120,70,1250000,"True",0.5,"electric","none","FALSE","FALSE",70,75,80,135,80,135,575
"311",311,"Plusle",3,"Cheering","Fairy","none","FALSE","Yellow","bipedal_tailed",0.41,4.2,"['Plus', 'Lightningrod']","Plus","Lightningrod","none","none","none","none",2,"False",200,5120,70,1000000,"True",0.5,"electric","none","FALSE","FALSE",60,50,40,85,75,95,405
"312",312,"Minun",3,"Cheering","Fairy","none","FALSE","Yellow","bipedal_tailed",0.41,4.2,"['Minus', 'Volt Absorb']","Minus","Volt Absorb","none","none","none","none",2,"False",200,5120,70,1000000,"True",0.5,"electric","none","FALSE","FALSE",60,40,50,75,85,95,405
"313",313,"Volbeat",3,"Firefly","Bug","Human-Like","TRUE","Grey","bipedal_tailed",0.71,17.7,"['Illuminate', 'Swarm', 'Prankster']","Illuminate","Swarm","Prankster","none","none","none",3,"False",150,3840,70,600000,"True",1,"bug","none","FALSE","FALSE",65,73,75,47,85,85,430
"314",314,"Illumise",3,"Firefly","Bug","Human-Like","TRUE","Purple","bipedal_tailless",0.61,17.7,"['Oblivious', 'Tinted Lens', 'Prankster']","Oblivious","Tinted Lens","Prankster","none","none","none",3,"False",150,3840,70,1640000,"True",0,"bug","none","FALSE","FALSE",65,47,75,73,85,85,430
"315",315,"Roselia",3,"Thorn","Fairy","Grass","TRUE","Green","bipedal_tailless",0.3,2,"['Natural Cure', 'Poison Point', 'Leaf Guard']","Natural Cure","Poison Point","Leaf Guard","none","none","none",3,"False",150,5120,70,1059860,"True",0.5,"grass","poison","TRUE","FALSE",50,60,45,100,80,65,400
"316",316,"Gulpin",3,"Stomach","Amorphous","none","FALSE","Green","head_arms",0.41,10.3,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']","Liquid Ooze","Sticky Hold","Gluttony","none","none","none",3,"False",225,5120,70,1640000,"True",0.5,"poison","none","FALSE","FALSE",70,43,53,43,53,40,302
"317",317,"Swalot",3,"Poison Bag","Amorphous","none","FALSE","Purple","head_arms",1.7,80,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']","Liquid Ooze","Sticky Hold","Gluttony","none","none","none",3,"False",75,5120,70,1640000,"True",0.5,"poison","none","FALSE","FALSE",100,73,83,73,83,55,467
"318",318,"Carvanha",3,"Savage","Water_2","none","FALSE","Red","with_fins",0.79,20.8,"['Rough Skin', 'Speed Boost']","Rough Skin","Speed Boost","none","none","none","none",2,"False",225,5120,35,1250000,"True",0.5,"water","dark","TRUE","FALSE",45,90,20,65,20,65,305
"319",319,"Sharpedo",3,"Brutal","Water_2","none","FALSE","Blue","with_fins",1.8,88.8,"['Rough Skin', 'Speed Boost']","Rough Skin","Speed Boost","none","none","none","none",2,"True",60,5120,35,1250000,"True",0.5,"water","dark","TRUE","FALSE",70,140,70,110,65,105,560
"320",320,"Wailmer",3,"Ball Whale","Field","Water_2","TRUE","Blue","with_fins",2.01,130,"['Water Veil', 'Oblivious', 'Pressure']","Water Veil","Oblivious","Pressure","none","none","none",3,"False",125,10240,70,1640000,"True",0.5,"water","none","FALSE","FALSE",130,70,35,70,35,60,400
"321",321,"Wailord",3,"Float Whale","Field","Water_2","TRUE","Blue","with_fins",14.5,398,"['Water Veil', 'Oblivious', 'Pressure']","Water Veil","Oblivious","Pressure","none","none","none",3,"False",60,10240,70,1640000,"True",0.5,"water","none","FALSE","FALSE",170,90,45,90,45,60,500
"322",322,"Numel",3,"Numb","Field","none","FALSE","Yellow","quadruped",0.71,24,"['Oblivious', 'Simple', 'Own Tempo']","Oblivious","Simple","Own Tempo","none","none","none",3,"False",255,5120,70,1000000,"True",0.5,"fire","ground","TRUE","FALSE",60,60,40,65,45,35,305
"323",323,"Camerupt",3,"Eruption","Field","none","FALSE","Red","quadruped",1.91,220,"['Magma Armor', 'Solid Rock', 'Anger Point']","Magma Armor","Solid Rock","Anger Point","none","none","none",3,"True",150,5120,70,1000000,"True",0.5,"fire","ground","TRUE","FALSE",70,120,100,145,105,20,560
"324",324,"Torkoal",3,"Coal","Field","none","FALSE","Brown","quadruped",0.51,80.4,"['White Smoke', 'Drought', 'Shell Armor']","White Smoke","Drought","Shell Armor","none","none","none",3,"False",90,5120,70,1000000,"True",0.5,"fire","none","FALSE","FALSE",70,85,140,85,70,20,470
"325",325,"Spoink",3,"Bounce","Field","none","FALSE","Black","head_arms",0.71,30.6,"['Thick Fat', 'Own Tempo', 'Gluttony']","Thick Fat","Own Tempo","Gluttony","none","none","none",3,"False",255,5120,70,800000,"True",0.5,"psychic","none","FALSE","FALSE",60,25,35,70,80,60,330
"326",326,"Grumpig",3,"Manipulate","Field","none","FALSE","Purple","bipedal_tailed",0.89,71.5,"['Thick Fat', 'Own Tempo', 'Gluttony']","Thick Fat","Own Tempo","Gluttony","none","none","none",3,"False",60,5120,70,800000,"True",0.5,"psychic","none","FALSE","FALSE",80,45,65,90,110,80,470
"327",327,"Spinda",3,"Spot Panda","Field","Human-Like","TRUE","Brown","bipedal_tailed",1.09,5,"['Own Tempo', 'Tangled Feet', 'Contrary']","Own Tempo","Tangled Feet","Contrary","none","none","none",3,"False",255,3840,70,800000,"True",0.5,"normal","none","FALSE","FALSE",60,60,60,60,60,60,360
"328",328,"Trapinch",3,"Ant Pit","Bug","none","FALSE","Brown","insectoid",0.71,15,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']","Hyper Cutter","Arena Trap","Sheer Force","none","none","none",3,"False",255,5120,70,1059860,"True",0.5,"ground","none","FALSE","FALSE",45,100,45,45,45,10,290
"329",329,"Vibrava",3,"Vibration","Bug","none","FALSE","Green","four_wings",1.09,15.3,"['Levitate']","Levitate","none","none","none","none","none",1,"False",120,5120,70,1059860,"True",0.5,"ground","dragon","TRUE","FALSE",50,70,50,50,50,70,340
"330",330,"Flygon",3,"Mystic","Bug","none","FALSE","Green","two_wings",2.01,82,"['Levitate']","Levitate","none","none","none","none","none",1,"False",45,5120,70,1059860,"True",0.5,"ground","dragon","TRUE","FALSE",80,100,80,80,80,100,520
"331",331,"Cacnea",3,"Cactus","Grass","Human-Like","TRUE","Green","bipedal_tailless",0.41,51.3,"['Sand Veil', 'Water Absorb']","Sand Veil","Water Absorb","none","none","none","none",2,"False",190,5120,35,1059860,"True",0.5,"grass","none","FALSE","FALSE",50,85,40,85,40,35,335
"332",332,"Cacturne",3,"Scarecrow","Grass","Human-Like","TRUE","Green","bipedal_tailless",1.3,77.4,"['Sand Veil', 'Water Absorb']","Sand Veil","Water Absorb","none","none","none","none",2,"False",60,5120,35,1059860,"True",0.5,"grass","dark","TRUE","FALSE",70,115,60,115,60,55,475
"333",333,"Swablu",3,"Cotton Bird","Flying","Dragon","TRUE","Blue","two_wings",0.41,1.2,"['Natural Cure', 'Cloud Nine']","Natural Cure","Cloud Nine","none","none","none","none",2,"False",255,5120,70,600000,"True",0.5,"normal","flying","TRUE","FALSE",45,40,60,40,75,50,310
"334",334,"Altaria",3,"Humming","Flying","Dragon","TRUE","Blue","two_wings",1.09,20.6,"['Natural Cure', 'Cloud Nine']","Natural Cure","Cloud Nine","none","none","none","none",2,"True",45,5120,70,600000,"True",0.5,"dragon","flying","TRUE","FALSE",75,110,110,110,105,80,590
